Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
Hippopotamus,414 avis ,Française  Américaine  Steakhouse,Nº 2 545 sur 3 058 Restaurants à Lyon,3.0 ,no,no,Grillades,45.759769439697266,4.833909034729004,69002  Lyon  
Red Dog Cafe,3 avis ,Américaine,Nº 2 546 sur 3 058 Restaurants à Lyon,2.5 ,no,no,4 € -16 €,45.76386260986328,4.83341121673584,69002  Lyon  
Hippopotamus,27 avis ,no information,Nº 2 547 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76110076904297,4.853784084320068,69431  Lyon  
Minado,2 avis ,no information,Nº 2 548 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.740516662597656,4.780288219451904,69005  Lyon  
Pizza & Clique,3 avis ,no information,Nº 2 549 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.77011489868164,4.790435791015625,69009  Lyon  
La Mandoline,3 avis ,Française,Nº 36 sur 46 Restaurants à Bron,2.5 ,no,no,no information,45.74763488769531,4.935708045959473,69500 Bron  Lyon  
Le Del's,1 avis ,no information,Nº 2 551 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.759246826171875,4.865160942077637,69003  Lyon  
Bentoking,2 avis ,no information,Nº 2 552 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
La Buvette Saint Antoine,51 avis ,no information,Nº 2 553 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76103210449219,4.832007884979248,69002  Lyon  
La Bascule,18 avis ,no information,Nº 162 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Restaurant Grain de Riz,24 avis ,no information,Nº 2 555 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.769168853759766,4.805832862854004,69009  Lyon  
Med,5 avis ,no information,Nº 2 556 sur 3 057 Restaurants à Lyon,3.0 ,no,no,no information,45.74923324584961,4.838592052459717,69007  Lyon  
Sushi Hanaki,44 avis ,Chinoise  Japonaise,Nº 2 557 sur 3 058 Restaurants à Lyon,3.0 ,no,no,14 € -20 €,45.75737762451172,4.858113765716553,69003  Lyon  
Cafe la Fontaine,24 avis ,no information,Nº 2 558 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Rapido,1 avis ,no information,Nº 2 559 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.75627136230469,4.8627471923828125,69003  Lyon  
Verso,7 avis ,Française,Nº 2 560 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.746891021728516,4.844983100891113,69007  Lyon  
Pizza Pasta,4 avis ,Pizza,Nº 2 561 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77476119995117,4.805241107940674,69009  Lyon  
Culture Food,4 avis ,Française  Café  Fruits de mer & Poisson,Nº 13 sur 16 Restaurants à Limonest,3.0 ,no,no,4 € -15 €,45.81820297241211,4.759436130523682,69760 Limonest  Lyon  
Le Transvaal,15 avis ,no information,Nº 2 563 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.74225997924805,4.876890182495117,69008  Lyon  
Star Kebab,2 avis ,Barbecue/Grillades  Turque  Moyen-Orient,Nº 2 564 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Saladopasta,1 avis ,no information,Nº 2 565 sur 3 057 Restaurants à Lyon,2.0 ,no,no,no information,45.76179122924805,4.851607799530029,69006  Lyon  
La Table de Marius,1 avis ,no information,Nº 2 566 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
All 54,23 avis ,no information,Nº 2 567 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.75974655151367,4.861329078674316,69003  Lyon  
Subway ST Priest RN6,22 avis ,Française  Américaine  Restauration rapide,Nº 41 sur 54 Restaurants à Saint-Priest,3.0 ,no,no,no information,45.71208953857422,4.9671502113342285,69800 Saint-Priest  Lyon  
Le Pinocchio,10 avis ,no information,Nº 17 sur 22 Restaurants à Chassieu,2.5 ,no,no,no information,45.72605895996094,4.968400001525879,69680 Chassieu  Lyon  
C.Montaland,3 avis ,Française,Nº 2 570 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.751338958740234,4.830699920654297,69002  Lyon  
Pizza Hut,5 avis ,Pizza,Nº 2 571 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.746891021728516,4.844983100891113,69007  Lyon  
Pasta World,1 avis ,no information,Nº 163 sur 204 Restaurants à Villeurbanne,2.0 ,no,no,no information,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
Chilli Tandoori,1 avis ,Indienne,Nº 35 sur 44 Restaurants à Decines-Charpieu,2.0 ,no,no,13 € -30 €,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
Resto Pizza Tavola,3 avis ,Italienne,Nº 2 574 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Brasserie de la Halle,7 avis ,Française  Pizza,Nº 2 575 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.73283767700195,4.823273181915283,69007  Lyon  
Pik & Délices Saint Priest,25 avis ,Européenne  Française,Nº 42 sur 54 Restaurants à Saint-Priest,3.0 ,no,yes,7 € -15 €,45.71573257446289,4.929206848144531,69800 Saint-Priest  Lyon  
Le Canaletto,16 avis ,Pub,Nº 164 sur 204 Restaurants à Villeurbanne,3.0 ,no,no,no information,45.78227233886719,4.890410900115967,69100 Villeurbanne  Lyon  
L'Expression de Chongqing,20 avis ,Chinoise,Nº 2 578 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.74885177612305,4.839950084686279,69007  Lyon  
Le Renouveau,2 avis ,no information,Nº 2 579 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7260856628418,4.840426921844482,69007  Lyon  
F&K Bistroclub,143 avis ,Française,Nº 2 580 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.768184661865234,4.858717918395996,69006  Lyon  
McDonald's,13 avis ,no information,Nº 2 581 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.752872467041016,4.829164028167725,69002  Lyon  
Magenta Le,21 avis ,no information,Nº 165 sur 204 Restaurants à Villeurbanne,3.5 ,no,no,no information,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
Colette and Co,1 avis ,no information,Nº 2 583 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.761531829833984,4.832685947418213,69002  Lyon  
Le Petit Saint Petersbourg,127 avis ,Russe,Nº 2 584 sur 3 058 Restaurants à Lyon,3.0 ,no,no,17 € -38 €,45.76968002319336,4.850240230560303,69006  Lyon  
Les Pains Du Monde de Gabriel,6 avis ,no information,Nº 166 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Ninkasi Vaise,26 avis ,Française  Américaine,Nº 2 586 sur 3 058 Restaurants à Lyon,3.0 ,no,no,10 € -20 €,45.788482666015625,4.814927101135254,69009  Lyon  
Pola Cafe,29 avis ,Française  Traiteur,Nº 2 587 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Moulin Joli Brasserie Hotel de Ville,7 avis ,Française,Nº 2 588 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Café de La Ficelle,115 avis ,Française  Café,Nº 2 589 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Hippopotamus Lyon Mercière,408 avis ,Française  Steakhouse  Grillades,Nº 2 590 sur 3 058 Restaurants à Lyon,3.0 ,yes,no,11 € -25 €,45.76386260986328,4.83341121673584,69002  Lyon  
Delices De Chef,12 avis ,Française,Nº 2 591 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
Les Boulangers de la Duch',2 avis ,Française,Nº 2 592 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7823600769043,4.807030200958252,69009  Lyon  
Boulevard Kebab,3 avis ,no information,Nº 2 593 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Brioche Dorée,6 avis ,no information,Nº 2 594 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,no information,no information,69125  Lyon  
Les Arcades SMLXL,49 avis ,no information,Nº 2 595 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
La Pachanguera,3 avis ,Sud-américaine  Colombienne,Nº 167 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.779048919677734,4.874722957611084,69100 Villeurbanne  Lyon  
Nabab Kebab,11 avis ,no information,Nº 2 597 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Aya Sofya,8 avis ,Turque,Nº 2 598 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,5 € -15 €,45.76654815673828,4.83282995223999,69001  Lyon  
Brasserie de l'Hôtel de Ville,13 avis ,no information,Nº 26 sur 36 Restaurants à Vaulx en Velin,2.5 ,no,no,no information,45.77484130859375,4.914850234985352,69120 Vaulx en Velin  Lyon  
La Playa,35 avis ,no information,Nº 2 600 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.77445983886719,4.808450222015381,69009  Lyon  
LA TERRASSE DE CONDORCET,43 avis ,Française,Nº 168 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.77655029296875,4.862104892730713,69100 Villeurbanne  Lyon  
Rock'ad cafe,18 avis ,no information,Nº 43 sur 54 Restaurants à Saint-Priest,3.0 ,no,no,no information,45.71208953857422,4.9671502113342285,69800 Saint-Priest  Lyon  
Burger King Lyon Part Dieu,100 avis ,Restauration rapide  Américaine,Nº 2 603 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76110076904297,4.853784084320068,69431  Lyon  
Villa Plancha,11 avis ,Espagnole,Nº 27 sur 36 Restaurants à Vaulx en Velin,2.5 ,no,no,no information,no information,no information,Vaulx en Velin  Lyon  
Le Comptoir,6 avis ,Française,Nº 2 605 sur 3 058 Restaurants à Lyon,3.0 ,yes,no,6 € -25 €,45.7498664855957,4.828269004821777,69002  Lyon  
Gochi,112 avis ,Japonaise  Sushi,Nº 2 606 sur 3 058 Restaurants à Lyon,3.0 ,no,yes,12 € -28 €,45.75048828125,4.826393127441406,69002  Lyon  
La Melodie du Piano,9 avis ,Française,Nº 2 607 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75048828125,4.826393127441406,69002  Lyon  
Bo Sushi,37 avis ,Sushi,Nº 2 608 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76827621459961,4.848260879516602,69006  Lyon  
Buvette des Cygnes,210 avis ,no information,Nº 2 609 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.774967193603516,4.847644805908203,69006  Lyon  
buldo,229 avis ,Française,Nº 2 610 sur 3 058 Restaurants à Lyon,3.0 ,no,no,15 € -45 €,45.792240142822266,4.8190507888793945,69009  Lyon  
Sushi Shop,107 avis ,Japonaise  Sushi,Nº 2 611 sur 3 058 Restaurants à Lyon,3.0 ,no,yes,14 € -35 €,45.741241455078125,4.815425872802734,69002  Lyon  
Boulangerie de Bonneveau,4 avis ,no information,Nº 36 sur 44 Restaurants à Decines-Charpieu,2.5 ,no,no,no information,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
Casino Restauration,8 avis ,no information,Nº 169 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Le Garibaldi,3 avis ,no information,Nº 2 614 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76110076904297,4.853784084320068,69003  Lyon  
La Squadra,90 avis ,Italienne  Pizza,Nº 2 615 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76148223876953,4.8498148918151855,69003  Lyon  
Cooker's,8 avis ,no information,Nº 2 616 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.745933532714844,4.82426118850708,69002  Lyon  
Vaise Imperial,3 avis ,Chinoise,Nº 2 617 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.77476119995117,4.805241107940674,69009  Lyon  
Lafayette Cafe,3 avis ,no information,Nº 2 618 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,no information,no information,Lyon  
McDonald's,5 avis ,no information,Nº 2 619 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.756492614746094,4.84303092956543,69007  Lyon  
Mc Donald's,3 avis ,no information,Nº 16 sur 26 Restaurants à Ecully,2.5 ,no,no,no information,no information,no information,69130 Ecully  Lyon  
La Gargouille,448 avis ,Française,Nº 2 621 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
Petit Nego Lyon,20 avis ,Restauration rapide,Nº 2 622 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.763099670410156,4.8345232009887695,Lyon  
La Terrasse,1 avis ,Française,Nº 2 623 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.764625549316406,4.841786861419678,69003  Lyon  
Burger King Lyon Confluence,120 avis ,Restauration rapide  Américaine,Nº 2 624 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.741241455078125,4.815425872802734,69002  Lyon  
Le Cafe Du Musee,25 avis ,no information,Nº 2 625 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.784820556640625,4.853109836578369,69006  Lyon  
Suelta,219 avis ,Mexicaine  Amérique centrale,Nº 2 626 sur 3 058 Restaurants à Lyon,3.0 ,no,no,9 € -16 €,45.785221099853516,4.856368064880371,69006  Lyon  
Koubalibre,46 avis ,no information,Nº 2 627 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76266098022461,4.826900005340576,69005  Lyon  
McDonald's,11 avis ,no information,Nº 170 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.76087188720703,4.922880172729492,69100 Villeurbanne  Lyon  
Le Globe Trotter,61 avis ,Pizza,Nº 2 629 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.75957489013672,4.858512878417969,69003  Lyon  
Cafe 7,4 avis ,no information,Nº 2 630 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.74885177612305,4.839950084686279,69007  Lyon  
Kohinoor,2 avis ,no information,Nº 2 631 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
McDonald's,13 avis ,no information,Nº 44 sur 54 Restaurants à Saint-Priest,2.5 ,no,no,no information,45.68662643432617,4.9444169998168945,69800 Saint-Priest  Lyon  
Restaurant Zeitouna,1 avis ,no information,Nº 2 633 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.7546501159668,4.84443998336792,69007  Lyon  
Vitamines,3 avis ,Européenne,Nº 2 634 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.770782470703125,4.86366081237793,69006  Lyon  
Suelta Verde,26 avis ,no information,Nº 2 635 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76386260986328,4.83341121673584,69002  Lyon  
Courtepaille,88 avis ,no information,Nº 45 sur 54 Restaurants à Saint-Priest,2.5 ,no,no,no information,45.716312408447266,4.9693827629089355,69800 Saint-Priest  Lyon  
La Terrasse,1 avis ,no information,Nº 2 637 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
Brasserie du Lou Rugby,11 avis ,Française  Européenne,Nº 2 638 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Cafe de la Cloche,77 avis ,Française  Café,Nº 2 639 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.75639343261719,4.833347797393799,69002  Lyon  
O Sushi Wok,207 avis ,Chinoise  Sushi  Asiatique,Nº 17 sur 26 Restaurants à Ecully,3.0 ,no,no,no information,45.78007888793945,4.77896785736084,69130 Ecully  Lyon  
Les comptoirs Casino,9 avis ,no information,Nº 2 641 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76192855834961,4.846171855926514,69003  Lyon  
Pizza Aldo,15 avis ,no information,Nº 2 642 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7483024597168,4.828499794006348,69002  Lyon  
O'Sushi,34 avis ,Japonaise,Nº 28 sur 36 Restaurants à Vaulx en Velin,3.0 ,no,no,no information,45.76837158203125,4.938692092895508,69120 Vaulx en Velin  Lyon  
La Tete D'Or,15 avis ,no information,Nº 2 644 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.774967193603516,4.847644805908203,69459  Lyon  
Le Charles,8 avis ,Française,Nº 2 645 sur 3 058 Restaurants à Lyon,3.0 ,yes,yes,no information,45.76386260986328,4.83341121673584,69002  Lyon  
Galopin Pub,28 avis ,Française,Nº 2 646 sur 3 058 Restaurants à Lyon,2.5 ,no,no,3 € -12 €,45.77438735961914,4.830961227416992,69004  Lyon  
Côté Sud,9 avis ,Européenne,Nº 2 647 sur 3 058 Restaurants à Lyon,3.0 ,no,no,no information,45.76629638671875,4.831736087799072,69001  Lyon  
Le Chateau,53 avis ,Italienne  Pizza,Nº 2 648 sur 3 058 Restaurants à Lyon,2.5 ,no,no,8 € -10 €,45.75360107421875,4.891839981079102,69003  Lyon  
L'atelier du Boulanger,8 avis ,no information,Nº 2 649 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.77438735961914,4.830961227416992,69004  Lyon  
Brasserie la cote d azur lyon,1 avis ,Française,Nº 2 651 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.748775482177734,4.8430280685424805,69007  Lyon  
Paul,56 avis ,Française  Restauration rapide  Cuisine de rue (street food),Nº 2 651 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.74947738647461,4.8248372077941895,69002  Lyon  
Eclipse,8 avis ,Française,Nº 37 sur 44 Restaurants à Decines-Charpieu,4.0 ,no,no,17 € -20 €,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
Quick,7 avis ,Restauration rapide,Nº 14 sur 15 Restaurants à Francheville,2.5 ,no,no,no information,45.740516662597656,4.780288219451904,69340 Francheville  Lyon  
Pepperoni,8 avis ,no information,Nº 2 654 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
La Brasserie du Theatre,30 avis ,Française,Nº 171 sur 204 Restaurants à Villeurbanne,2.5 ,no,no,no information,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Sad BB,1 avis ,no information,Nº 2 656 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.76858139038086,4.803719997406006,69009  Lyon  
Buffalo Grill,94 avis ,Américaine,Nº 2 657 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.68662643432617,4.9444169998168945,69780  Lyon  
Restaurant Pizzeria La Cannoise,58 avis ,Italienne  Française  Pizza,Nº 2 658 sur 3 058 Restaurants à Lyon,2.5 ,no,yes,10 € -20 €,45.77438735961914,4.830961227416992,69004  Lyon  
Couscous des Jacobins,1 avis ,no information,Nº 2 659 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.76103210449219,4.832007884979248,69002  Lyon  
Subway,1 avis ,no information,Nº 2 660 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.76475143432617,4.8271870613098145,69005  Lyon  
L'Auberge Des Canuts,100 avis ,Française  Bar  Café,Nº 2 661 sur 3 058 Restaurants à Lyon,3.0 ,yes,no,15 € -30 €,45.76266098022461,4.826900005340576,69005  Lyon  
Vapiano Confluence,444 avis ,Italienne  Méditerranéenne  Européenne,Nº 2 662 sur 3 058 Restaurants à Lyon,3.0 ,no,no,10 € -15 €,45.741241455078125,4.815425872802734,69002  Lyon  
Le Refuge,144 avis ,Française  Européenne,Nº 2 663 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.759132385253906,4.823150157928467,69005  Lyon  
La Buvette Bonaparte,18 avis ,no information,Nº 2 664 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7598876953125,4.830905914306641,69002  Lyon  
Crocus,19 avis ,Saine,Nº 2 665 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.785221099853516,4.856368064880371,69463  Lyon  
Monna Lisa,100 avis ,Italienne  Pizza  Européenne,Nº 2 666 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.745304107666016,4.822752952575684,69002  Lyon  
Pizza'Pentes,1 avis ,Pizza,Nº 2 667 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
Le Select Lyon,1 avis ,Italienne  Française  Américaine,Nº 2 668 sur 3 058 Restaurants à Lyon,1.0 ,no,no,3 € -25 €,45.76845932006836,4.827991008758545,69001  Lyon  
Restaurant du Golf du Grand Lyon Chassieu,1 avis ,no information,Nº 18 sur 22 Restaurants à Chassieu,1.0 ,no,no,no information,45.74763488769531,4.935708045959473,Chassieu  Lyon  
Brasserie du Parc de Gerland,21 avis ,Française,Nº 2 670 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Chocathé,31 avis ,no information,Nº 2 671 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Chez Ngyuen,2 avis ,Française  Chinoise,Nº 2 672 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,no information,no information,Lyon  
Le Petit Bedon,51 avis ,no information,Nº 2 673 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.763099670410156,4.8345232009887695,69002  Lyon  
O’Tacos,2 avis ,Mexicaine  Cuisine de rue (street food),Nº 2 674 sur 3 058 Restaurants à Lyon,1.0 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
L'Anda'Luz,16 avis ,no information,Nº 2 675 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76668930053711,4.837160110473633,69001  Lyon  
McDonald's,27 avis ,no information,Nº 46 sur 54 Restaurants à Saint-Priest,2.5 ,no,no,no information,45.7259407043457,4.936995983123779,69800 Saint-Priest  Lyon  
McDonald's,22 avis ,no information,Nº 2 677 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75831985473633,4.834630012512207,69002  Lyon  
Planet Sushi Lyon,123 avis ,Japonaise  Sushi,Nº 2 678 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Regal house,7 avis ,no information,Nº 2 679 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.78533172607422,4.857065200805664,69463  Lyon  
la billebaude,10 avis ,Française,Nº 2 680 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,9 € -13 €,45.759246826171875,4.865160942077637,69003  Lyon  
Domino's Pizza,11 avis ,Pizza,Nº 2 681 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.743133544921875,4.870071887969971,69008  Lyon  
Station Jean,5 avis ,no information,Nº 2 682 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.746891021728516,4.844983100891113,69007  Lyon  
Zinc Zinc,376 avis ,Française  Bar  Européenne,Nº 2 683 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.741241455078125,4.815425872802734,69002  Lyon  
Café du Pond,126 avis ,Française  Fruits de mer & Poisson,Nº 2 684 sur 3 058 Restaurants à Lyon,2.5 ,no,no,7 € -24 €,45.769676208496094,4.8437042236328125,69006  Lyon  
Cabana Café,7 avis ,Latino  Restauration rapide  Espagnole,Nº 2 685 sur 3 058 Restaurants à Lyon,2.5 ,yes,no,4 € -10 €,45.76845932006836,4.827991008758545,69001  Lyon  
Chinatown,28 avis ,no information,Nº 2 686 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7567024230957,4.841903209686279,69007  Lyon  
Domino's Pizza,3 avis ,Pizza,Nº 2 687 sur 3 058 Restaurants à Lyon,2.0 ,no,no,no information,45.759246826171875,4.865160942077637,69003  Lyon  
L’Ippocastano,6 avis ,Italienne  Française,Nº 2 688 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.75639343261719,4.833347797393799,69002  Lyon  
Café Leffe,162 avis ,Française  Bar  Café,Nº 2 689 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76654815673828,4.83282995223999,69001  Lyon  
Restaurant Ayasofya,3 avis ,no information,Nº 172 sur 204 Restaurants à Villeurbanne,2.0 ,no,no,no information,45.770782470703125,4.86366081237793,69003 Villeurbanne  Lyon  
Flunch Lyon Limonest,51 avis ,Française,Nº 14 sur 16 Restaurants à Limonest,2.5 ,no,no,no information,45.82015609741211,4.7609381675720215,69760 Limonest  Lyon  
Sushi Shop,16 avis ,Japonaise  Sushi,Nº 2 692 sur 3 058 Restaurants à Lyon,2.5 ,no,yes,12 € -30 €,45.77438735961914,4.830961227416992,69004  Lyon  
Flunch,9 avis ,Française,Nº 47 sur 54 Restaurants à Saint-Priest,2.5 ,no,no,11 € -20 €,45.72406768798828,4.929451942443848,69800 Saint-Priest  Lyon  
Pepperoni,100 avis ,Italienne,Nº 2 694 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,3 € -3 €,45.769676208496094,4.8437042236328125,69006  Lyon  
McDonald's,9 avis ,no information,Nº 2 695 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7260856628418,4.840426921844482,69007  Lyon  
Les Delices De Charlie,22 avis ,no information,Nº 2 696 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
Le gallion,63 avis ,Française,Nº 2 697 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.76337432861328,4.827271938323975,Lyon  
McDonald's,27 avis ,no information,Nº 6 sur 7 Restaurants à Chaponnay,2.5 ,no,no,no information,45.64945602416992,4.920208930969238,69970 Chaponnay  Lyon  
Morocco Dream,8 avis ,Marocaine  Méditerranéenne,Nº 2 699 sur 3 058 Restaurants à Lyon,2.5 ,no,no,no information,45.7546501159668,4.84443998336792,69007  Lyon  
LE MONALISA,73 avis ,Italienne,Nº 2 700 sur 3 058 Restaurants à Lyon,2.5 ,no,no,19 € -26 €,45.745933532714844,4.82426118850708,69002  Lyon  
Del Arte Lyon,173 avis ,Italienne  Pizza,Nº 2 701 sur 3 058 Restaurants à Lyon,2.5 ,yes,yes,13 € -25 €,45.75957489013672,4.858512878417969,69003  Lyon  
Pizza Hut,2 avis ,no information,Nº 2 702 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Pizzeria D’ecully,14 avis ,no information,Nº 18 sur 26 Restaurants à Ecully,2.5 ,no,no,no information,no information,no information,69130 Ecully  Lyon  
Le Gold,2 avis ,Asiatique  Thaï,Nº 2 704 sur 3 058 Restaurants à Lyon,1.5 ,no,no,no information,45.749088287353516,4.834219932556152,69007  Lyon  
Quick,8 avis ,Restauration rapide,Nº 37 sur 46 Restaurants à Bron,2.5 ,no,no,no information,45.76087188720703,4.922880172729492,Bron  Lyon  
