Title,nbrAvis,specialite,ranking,overallRating,wifi,livraison,prix,Latitude,Longitude,district
Le Bistrot Bonnel,91 avis ,Italienne  Française,Nº 610 sur 3 057 Restaurants à Lyon,4.0 ,yes,yes,9 € -20 €,45.76148223876953,4.8498148918151855,69003  Lyon  
Le Boeuf A L’ardoise,52 avis ,no information,Nº 611 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.792240142822266,4.8190507888793945,69009  Lyon  
La Jonque D'Or,89 avis ,Asiatique  Vietnamienne,Nº 612 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.7567024230957,4.841903209686279,69007  Lyon  
Soline,63 avis ,Internationale  Saine  Végétariens bienvenus,Nº 618 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,9 € -16 €,45.76148223876953,4.8498148918151855,69003  Lyon  
MAX CALL,32 avis ,Pizza,Nº 613 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,5 € -10 €,45.7546501159668,4.84443998336792,69007  Lyon  
Bistro Martine,36 avis ,Française,Nº 638 sur 3 058 Restaurants à Lyon,4.5 ,no,no,11 € -22 €,45.753700256347656,4.825885772705078,69002  Lyon  
Chez Banoi,36 avis ,Chinoise  Asiatique  Vietnamienne,Nº 614 sur 3 058 Restaurants à Lyon,4.5 ,no,yes,6 € -20 €,45.76179122924805,4.851607799530029,69003  Lyon  
sushido,102 avis ,Japonaise  Sushi,Nº 621 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
La Boucherie,188 avis ,Steakhouse  Grillades,Nº 1 sur 7 Restaurants à Chaponnay,3.5 ,no,no,10 € -30 €,45.64945602416992,4.920208930969238,69970 Chaponnay  Lyon  
Il Palio,75 avis ,Italienne,Nº 632 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75048065185547,4.829040050506592,69002  Lyon  
Mojgan,23 avis ,Diner,Nº 616 sur 3 058 Restaurants à Lyon,5.0 ,yes,yes,13 € -35 €,45.76668930053711,4.837160110473633,69001  Lyon  
Le Restaurant (Hôtel-restaurant Campanile Part-Dieu),98 avis ,Française  Internationale,Nº 617 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,9 € -29 €,45.760276794433594,4.863769054412842,69003  Lyon  
Hector,33 avis ,Française,Nº 619 sur 3 058 Restaurants à Lyon,4.5 ,no,no,6 € -15 €,45.76629638671875,4.831736087799072,69001  Lyon  
Les Filaos,169 avis ,Cajun & Créole,Nº 620 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
piazza italia,54 avis ,Pizza  Italienne,Nº 21 sur 204 Restaurants à Villeurbanne,4.5 ,no,yes,9 € -18 €,45.769779205322266,4.878946781158447,69100 Villeurbanne  Lyon  
Kenbo,89 avis ,Asiatique  Thaï  Fusion,Nº 623 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,10 € -30 €,45.749088287353516,4.834219932556152,69007  Lyon  
Carnegie Hall,1 136 avis ,Française  Steakhouse  Européenne,Nº 626 sur 3 057 Restaurants à Lyon,3.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Namdo,50 avis ,Asiatique  Vietnamienne  Soupes,Nº 624 sur 3 058 Restaurants à Lyon,4.5 ,no,no,8 € -15 €,45.76337432861328,4.827271938323975,69005  Lyon  
Rose de Damas,20 avis ,Libanaise  Méditerranéenne,Nº 625 sur 3 058 Restaurants à Lyon,5.0 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
Kebab de L'angle,57 avis ,Moyen-Orient,Nº 627 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.77971267700195,4.82665491104126,69004  Lyon  
Brasserie Lyon Plage,175 avis ,Française  Bar  Européenne,Nº 630 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.78910446166992,4.820014953613281,69004  Lyon  
Mont D'or Pizza,50 avis ,Pizza,Nº 631 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.7823600769043,4.807030200958252,69009  Lyon  
Il Palio,75 avis ,Italienne,Nº 632 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75048065185547,4.829040050506592,69002  Lyon  
AOC LES HALLES,189 avis ,Française,Nº 633 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,9 € -65 €,45.76179122924805,4.851607799530029,69003  Lyon  
Nikko,55 avis ,Japonaise  Sushi,Nº 634 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76968002319336,4.850240230560303,69006  Lyon  
Banh Mi,26 avis ,Asiatique  Vietnamienne,Nº 635 sur 3 058 Restaurants à Lyon,4.5 ,no,no,5 € -13 €,45.76849365234375,4.85646390914917,69006  Lyon  
La Maison Thai,129 avis ,Thaï  Végétariens bienvenus,Nº 636 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Le Jardin D'Aline,27 avis ,no information,Nº 22 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.779048919677734,4.874722957611084,69100 Villeurbanne  Lyon  
Bistro Martine,36 avis ,Française,Nº 638 sur 3 058 Restaurants à Lyon,4.5 ,no,no,11 € -22 €,45.753700256347656,4.825885772705078,69002  Lyon  
La Bande A Gnafron,33 avis ,no information,Nº 639 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.758689880371094,4.816595077514648,69005  Lyon  
Phnom Pich,70 avis ,Asiatique  Vietnamienne  cambodgienne,Nº 640 sur 3 058 Restaurants à Lyon,4.0 ,no,no,9 € -15 €,45.7546501159668,4.84443998336792,69007  Lyon  
restaurant Au Petit Grillon,40 avis ,Française,Nº 3 sur 15 Restaurants à Francheville,5.0 ,no,no,16 € -38 €,45.74658966064453,4.73116397857666,69340 Francheville  Lyon  
The Smoking Dog Pub,88 avis ,Pub  Britannique,Nº 642 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76527786254883,4.827816963195801,Lyon  
Les Pralins,72 avis ,no information,Nº 643 sur 3 057 Restaurants à Lyon,4.0 ,no,no,10 € -20 €,45.75194549560547,4.840252876281738,69007  Lyon  
Restaurant du Boeuf,52 avis ,Asiatique  Vietnamienne,Nº 644 sur 3 058 Restaurants à Lyon,4.5 ,no,no,9 € -17 €,45.76337432861328,4.827271938323975,69005  Lyon  
comptoir Thomas lyon,41 avis ,Française,Nº 645 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
Comptoir 77,38 avis ,Végétariens bienvenus,Nº 646 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.759246826171875,4.865160942077637,69003  Lyon  
Le Garage,298 avis ,Française  Européenne,Nº 647 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76192855834961,4.846171855926514,69003  Lyon  
MasterTacos,69 avis ,Restauration rapide,Nº 648 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,5 € -7 €,45.76110076904297,4.853784084320068,69003  Lyon  
Le Sathonay,157 avis ,Française,Nº 649 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
La Caselina,32 avis ,Italienne  Végétariens bienvenus,Nº 650 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.764625549316406,4.841786861419678,69003  Lyon  
La Movida,65 avis ,no information,Nº 651 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75048828125,4.826393127441406,69002  Lyon  
L'Auberge Savoyarde,145 avis ,no information,Nº 652 sur 3 058 Restaurants à Lyon,4.0 ,no,no,17 € -34 €,45.744930267333984,4.865880012512207,69008  Lyon  
Sapori di Casa,20 avis ,Italienne  Bar à bières  Pub,Nº 653 sur 3 058 Restaurants à Lyon,5.0 ,no,no,11 € -17 €,45.770782470703125,4.86366081237793,69006  Lyon  
Bel Ami,30 avis ,Italienne  Française  Espagnole,Nº 654 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Mendo,264 avis ,Japonaise  Thaï  Vietnamienne,Nº 655 sur 3 058 Restaurants à Lyon,3.5 ,yes,yes,10 € -14 €,45.75843811035156,4.841518878936768,69003  Lyon  
Le Buron De Lyon,54 avis ,Française,Nº 656 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,15 € -27 €,45.764625549316406,4.841786861419678,69006  Lyon  
Tibone et Dorade,35 avis ,no information,Nº 657 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.792240142822266,4.8190507888793945,69009  Lyon  
Toutes les Couleurs,103 avis ,Française  Européenne  Végétariens bienvenus,Nº 658 sur 3 058 Restaurants à Lyon,4.0 ,no,no,18 € -28 €,45.77438735961914,4.830961227416992,69001  Lyon  
Takumi,38 avis ,Japonaise  Végétariens bienvenus  Choix végétaliens,Nº 659 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.751338958740234,4.830699920654297,69002  Lyon  
Le Chapotin,71 avis ,Française,Nº 2 sur 7 Restaurants à Chaponnay,4.0 ,no,no,no information,45.64945602416992,4.920208930969238,69970 Chaponnay  Lyon  
Hape,50 avis ,Pizza,Nº 661 sur 3 058 Restaurants à Lyon,4.5 ,no,no,11 € -19 €,45.76629638671875,4.831736087799072,69001  Lyon  
Cannelle La,161 avis ,Caraïbes  Cajun & Créole  Internationale,Nº 662 sur 3 058 Restaurants à Lyon,4.0 ,no,no,12 € -30 €,45.766624450683594,4.82803201675415,69005  Lyon  
La Fourmiliere,61 avis ,Française  Bar à bières  Végétariens bienvenus,Nº 663 sur 3 058 Restaurants à Lyon,4.0 ,no,no,Bar à bières,45.75194549560547,4.840252876281738,69007  Lyon  
Coffret du Gourmet,28 avis ,Française,Nº 664 sur 3 058 Restaurants à Lyon,5.0 ,yes,yes,10 € -25 €,45.76827621459961,4.848260879516602,69006  Lyon  
Meiji Era,84 avis ,Japonaise  Sushi,Nº 665 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.760841369628906,4.834066867828369,69002  Lyon  
Enfin Midi,49 avis ,Française,Nº 2 sur 46 Restaurants à Bron,4.5 ,no,no,no information,45.731651306152344,4.916830062866211,69500 Bron  Lyon  
Parichart,39 avis ,Thaï  Végétariens bienvenus,Nº 667 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75048065185547,4.829040050506592,69002  Lyon  
Carré Saône,139 avis ,no information,Nº 668 sur 3 058 Restaurants à Lyon,4.0 ,no,no,34 € -135 €,45.753700256347656,4.825885772705078,69005  Lyon  
Les Gasteliers,47 avis ,Végétariens bienvenus  Plats sans gluten,Nº 669 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
La Chine,73 avis ,Chinoise  Végétariens bienvenus,Nº 670 sur 3 058 Restaurants à Lyon,4.0 ,no,no,17 € -22 €,45.751338958740234,4.830699920654297,69002  Lyon  
L'aventure,45 avis ,Française,Nº 671 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.764625549316406,4.841786861419678,69006  Lyon  
Puerto Argentino,65 avis ,Argentine  Sud-américaine,Nº 672 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75737762451172,4.858113765716553,69003  Lyon  
Hot-Globe,49 avis ,no information,Nº 673 sur 3 058 Restaurants à Lyon,4.5 ,no,no,3 € -13 €,45.76668930053711,4.837160110473633,69002  Lyon  
Tandoor,45 avis ,Indienne,Nº 674 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75194549560547,4.840252876281738,69007  Lyon  
27 Madeleine,63 avis ,no information,Nº 675 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.746891021728516,4.844983100891113,69007  Lyon  
Les Mauvaises Herbes,30 avis ,no information,Nº 676 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Indochine,89 avis ,Chinoise  Asiatique  Vietnamienne,Nº 677 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,15 € -20 €,45.7567024230957,4.841903209686279,69007  Lyon  
Au Vilain Petit Canard,172 avis ,Française  Européenne,Nº 678 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,12 € -25 €,45.751338958740234,4.830699920654297,69002  Lyon  
Yoki,54 avis ,Japonaise,Nº 679 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Le 109 restaurant,113 avis ,no information,Nº 4 sur 44 Restaurants à Decines-Charpieu,4.0 ,no,no,no information,45.76837158203125,4.938692092895508,69150 Decines-Charpieu  Lyon  
The Monkey Club,116 avis ,no information,Nº 681 sur 3 058 Restaurants à Lyon,4.0 ,no,no,9 € -18 €,45.76668930053711,4.837160110473633,69001  Lyon  
le Gnafron,58 avis ,Française  Barbecue/Grillades  Bar à vins,Nº 23 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,Bar à vins,45.779048919677734,4.874722957611084,69100 Villeurbanne  Lyon  
Guy & Sons Lyon Vitton,43 avis ,Française  Américaine,Nº 683 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.770782470703125,4.86366081237793,69006  Lyon  
Le plan B,107 avis ,Française,Nº 684 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Bones & Bottles,73 avis ,Européenne  Bar à vins,Nº 685 sur 3 058 Restaurants à Lyon,4.0 ,no,no,15 € -35 €,45.76845932006836,4.827991008758545,69001  Lyon  
L'appart' Des Frangines,34 avis ,Végétariens bienvenus,Nº 24 sur 204 Restaurants à Villeurbanne,4.5 ,no,no,no information,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
la menthe,242 avis ,Française  Européenne  Végétariens bienvenus,Nº 687 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76386260986328,4.83341121673584,69002  Lyon  
L'atelier 72,37 avis ,no information,Nº 688 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.738670349121094,4.880589962005615,69008  Lyon  
Le Fleurie,62 avis ,Française  Bar  Pub,Nº 689 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.7371711730957,4.83736515045166,69007  Lyon  
Apsara,41 avis ,no information,Nº 690 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.7290153503418,4.830063819885254,69007  Lyon  
Les Delices du Liban,59 avis ,Libanaise  Méditerranéenne  Végétariens bienvenus,Nº 691 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76845932006836,4.827991008758545,69001  Lyon  
Ecailler Chez Georges,71 avis ,Française  Fruits de mer & Poisson,Nº 692 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.7483024597168,4.828499794006348,69003  Lyon  
Le Bistrot du Potager,64 avis ,no information,Nº 693 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76845932006836,4.827991008758545,69007  Lyon  
Le Verdi Est Pizzeria,29 avis ,no information,Nº 3 sur 46 Restaurants à Bron,4.5 ,no,no,no information,45.74763488769531,4.935708045959473,69500 Bron  Lyon  
L'Echalote,47 avis ,no information,Nº 695 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.7371711730957,4.83736515045166,69007  Lyon  
le bistrot du 6eme,64 avis ,Française,Nº 696 sur 3 058 Restaurants à Lyon,4.5 ,yes,no,15 € -20 €,45.76708984375,4.845279216766357,69006  Lyon  
Le court circuit,52 avis ,Française  Bar à bières  Moderne,Nº 697 sur 3 058 Restaurants à Lyon,4.0 ,yes,no,11 € -18 €,45.75284957885742,4.844709873199463,69007  Lyon  
Le Comptoir des Canuts,48 avis ,Française,Nº 698 sur 3 057 Restaurants à Lyon,4.5 ,no,no,9 € -26 €,45.77438735961914,4.830961227416992,69004  Lyon  
C Gastronomie,58 avis ,no information,Nº 6 sur 16 Restaurants à Limonest,4.0 ,no,no,12 € -35 €,45.81820297241211,4.759436130523682,69760 Limonest  Lyon  
La Loggia,36 avis ,Italienne  Végétariens bienvenus,Nº 700 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75538635253906,4.830474853515625,69002  Lyon  
AUGUSTE Le Bistrot,86 avis ,Internationale  Végétariens bienvenus,Nº 701 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.74361038208008,4.8259100914001465,69002  Lyon  
Chez Marion,23 avis ,Française  Méditerranéenne,Nº 25 sur 204 Restaurants à Villeurbanne,5.0 ,no,no,9 € -15 €,45.76380920410156,4.872089862823486,69100 Villeurbanne  Lyon  
cafe tapas thomas,89 avis ,Méditerranéenne  Espagnole,Nº 703 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.753108978271484,4.82942008972168,69002  Lyon  
Fromager de Montchat,24 avis ,no information,Nº 704 sur 3 057 Restaurants à Lyon,5.0 ,no,no,no information,45.75360107421875,4.891839981079102,69003  Lyon  
Rizpai,30 avis ,Asiatique  Vietnamienne,Nº 705 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76435852050781,4.859684944152832,69006  Lyon  
Yogolicious,56 avis ,no information,Nº 706 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Calle Latino,38 avis ,no information,Nº 707 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.75033950805664,4.8261260986328125,69002  Lyon  
Le Bistrot du Théâtre,36 avis ,Française,Nº 708 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.77476119995117,4.805241107940674,69009  Lyon  
Chez Carlo,372 avis ,Italienne  Pizza  Méditerranéenne,Nº 709 sur 3 058 Restaurants à Lyon,3.5 ,no,yes,11 € -25 €,45.763099670410156,4.8345232009887695,69002  Lyon  
Le Shimla,103 avis ,Indienne  Moyen-Orient  Pakistanaise,Nº 26 sur 204 Restaurants à Villeurbanne,4.0 ,yes,yes,15 € -30 €,45.770782470703125,4.86366081237793,69100 Villeurbanne  Lyon  
Au Coude A Coude,34 avis ,no information,Nº 711 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Maison Rousseau,128 avis ,Française  Fruits de mer & Poisson,Nº 712 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76179122924805,4.851607799530029,69003  Lyon  
Ninkasi Saint Paul,96 avis ,Bar à bières  Bar  Végétariens bienvenus,Nº 713 sur 3 058 Restaurants à Lyon,4.0 ,no,no,Bar à bières,45.76569366455078,4.827927112579346,69005  Lyon  
Le Comptoir du Sixieme,33 avis ,no information,Nº 714 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.769676208496094,4.8437042236328125,69006  Lyon  
Chabert & Fils,815 avis ,Française,Nº 715 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.75639343261719,4.833347797393799,69002  Lyon  
Le Labo,31 avis ,Saine  Végétariens bienvenus  Choix végétaliens,Nº 716 sur 3 058 Restaurants à Lyon,4.5 ,yes,yes,5 € -9 €,45.74923324584961,4.838592052459717,69007  Lyon  
Le Midi Minuit Republique,181 avis ,Française,Nº 717 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76485824584961,4.833683013916016,69001  Lyon  
Chez Eux,63 avis ,Française,Nº 718 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.76191329956055,4.846983909606934,69003  Lyon  
Maison Marcelle,28 avis ,no information,Nº 719 sur 3 058 Restaurants à Lyon,4.5 ,no,no,no information,45.76849365234375,4.85646390914917,69006  Lyon  
Bar le Sherrington,65 avis ,no information,Nº 720 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.74225997924805,4.876890182495117,69008  Lyon  
Le Quatre,44 avis ,Française  Végétariens bienvenus,Nº 721 sur 3 058 Restaurants à Lyon,4.0 ,yes,yes,5 € -18 €,45.77438735961914,4.830961227416992,69004  Lyon  
Stella d'Oro,92 avis ,Italienne  Pizza  Européenne,Nº 723 sur 3 057 Restaurants à Lyon,4.0 ,no,no,no information,45.76097869873047,4.836517810821533,69002  Lyon  
RESTAURANT ALLARDON,132 avis ,Française,Nº 5 sur 54 Restaurants à Saint-Priest,4.0 ,yes,yes,22 € -36 €,45.6934928894043,4.950976848602295,69800 Saint-Priest  Lyon  
La Boite Noire Pizzeria,53 avis ,Végétariens bienvenus,Nº 724 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.75282287597656,4.8597588539123535,69003  Lyon  
Le Laurencin,1 373 avis ,Française  Européenne,Nº 725 sur 3 058 Restaurants à Lyon,3.5 ,no,no,no information,45.76337432861328,4.827271938323975,69005  Lyon  
Elephant and Castle,139 avis ,Bar  Britannique  Pub,Nº 726 sur 3 058 Restaurants à Lyon,4.0 ,no,no,no information,45.766624450683594,4.82803201675415,69005  Lyon  
